,account_id,alliance_id,timestamp,raw_message,filtered_message,CHILD_GROOMING,RELATIONSHIP_SEXUAL_CONTENT,hour_bucket,trigger
80713,5a24842218fc9fc62af3be37e5971cf22227b498477023f08c446a7db253e3e8,b61e5800ab77b9c086b146f6ad84a7a4c5d92e5d492b351c686e39859ea5abf1,2023-03-01 12:57:07.348,69mmdefeater you have your first girlfriend as a lesbian now 🏳️‍🌈😘,69mmdefeater you have your first girlfriend as a lesbian now 🏳️‍🌈😘,-1.0,3.0,13,1
82204,5067756fcb69fe2df2a5daf3f117882acaf83e1332915ef0b34fba5dc9b05640,c92d445198f418bcb8623d31ee9b2515c7cd4d9dd083b64d19a9359a513110cf,2023-03-01 17:02:03.935,Snap go ?,Snap go ?,-1.0,-1.0,18,1
82720,8cf34b3c327bcaf06756a750f2879c590cbc564e2c2a9b1468561189bc3860cd,105ed5aa02a19b02a3758621272593802737a5d70071455a55dcab55319f4fe9,2023-03-01 14:35:26.711,hhaaha gf,hhaaha **,-1.0,3.0,15,1
82723,ecec1a53a1512fdadda5d967e671562a8d277db8aaee2044aa2a2235decbd8b7,9a4d2add549081b1de2e1d1c4f13e8f2005382c4f58ea5c570a112cd520ccf27,2023-03-01 14:07:30.091,How do you not have snap,How do you not have snap,-1.0,-1.0,15,1
83300,2c890c9a7e0c0f3be88f50b5c6d76264493c959c61fc428df96b26b0e6bd03a2,13a791e463af5c29f1ac27f50e004d444ad5f9a27b2124fb19466dea46afad05,2023-03-01 14:17:56.254,go watch my snap nigga i’m out here working and playing,go watch my snap ***** i’m out here working and playing,-1.0,-1.0,15,1
84165,a64f53459e5f08997fc03a5ebd1e8afef84883bda3fadf371c3c53f8f0e78194,b8157279d998a95797e7d9ea0953b795a44038ad19eea61eb36781d35c9ccc52,2023-03-01 10:45:13.365,I said in snap good morning,I said in snap good morning,-1.0,-1.0,11,1
84169,e65b172448e876e26b87575f9690a83f1992c70d6d7a149f7f2960ba827013d4,31a938a7acf80d64e657fda0d915f51f1ce54ff7d2bd694a6fc30ff0c82b406c,2023-03-01 16:18:02.427,snap natu thana,snap natu thana,-1.0,-1.0,17,1
84569,b6c89547c1423c7fc78b3b9f21f398ae0d142ac56a35ccbb7baddcd1d8769bf0,16ee695b1897c255c61471316beee72af9b95ff33911234b848b2f2909bb7ba0,2023-03-01 03:14:06.164,I just use my imagination with my internet girlfriend,I just use my imagination with my internet girlfriend,-1.0,3.0,4,1
85162,9546667f2c55b7c4646d2039a6c419fe5b4c728218f9b031844492e087b68557,d0c6260caf893f7fcaddd8c573cff96d1aa582d10c5e5e1bcd0a372f977580ba,2023-03-01 06:07:18.418,My gf got me past arena 6😂,My ** got me past arena 6😂,-1.0,3.0,7,1
85599,ce40ed4969fae7c077e5140a79848acaec86e82f82f13587f0a9eb5087c292db,3c7695624a5591904aec95c59d0464237f5186cbc1b0f9d9054a42fce147484c,2023-03-01 01:12:19.619,I wanna battle to make my girlfriend max proud,I wanna battle to make my girlfriend max proud,-1.0,3.0,2,1
85704,fe5c758a0549da061bf002e4b41d0f40cd64aadb49164d31397c912f9399a58b,c64a2358119681cf0e3351e5afaa06560bcd8b91daf5cb9e644482213703cd8f,2023-03-01 00:26:15.869,are you able to get on yet... cutie,are you able to get on yet... cutie,-1.0,-1.0,1,1
85816,ecb769ffb3270abd5c04993b230790ac25fd5bed21e24308ca15a4e4ed0ca898,dda2e2c80649a150e5248d3d4da543cfaf4ce21c2688fed969b03d10d6f1cd1e,2023-03-01 23:09:47.850,"cutie ^^, and bath with Mommy?","cutie ^^, and bath with Mommy?",-1.0,-1.0,24,1
87881,4e25d5d345b4351e274e8033616394222a5961d6cabe02d1921ad78ee64a832d,34d556c3d4dd235cfac9b0c5061614122e566802c3f1c3ff57304184d727713e,2023-03-01 22:48:59.533,So horny,So horny,-1.0,5.0,23,1
88217,1a3048a88c5e666cce5cb14efb1eac6a59b2199b984663d49a57a7d86c13c12a,e05f74e5b65e124717c517114766e2d17cd85d53cb6e146d835f8d7e90176da8,2023-03-01 22:44:52.950,snap,snap,-1.0,-1.0,23,1
89112,3292ad3862343b6bd5b9f2c412a3549d9aec12a3c2b93055a958b915276df72d,f4a941ecbb680c3e4f0ac637052617c938d9b70983095e888e1ecd3a07a8d410,2023-03-01 03:34:05.788,Gf,**,-1.0,3.0,4,1
92004,26b8e7461c4c273d00323c6ac28d9dbec23a1a03d2b62000dc92c1faf7b1dc96,62840f64cbff2eaecdefcddf2d482c1db3ccf51c2d2ec927af468dcbcb27ad63,2023-03-01 05:31:04.764,If you got to know other girls and build a relationship,If you got to know other girls and build a relationship,-1.0,3.0,6,1
94210,14a5885c09343884351fd532cc80c1e1b4d350fc303e7a6586403d4118e9df34,18231bfffe6cf656856c3275f7fcb5876777f344ba83ca55168e07a5b6fd481a,2023-03-01 15:53:47.147,Relationship status,Relationship status,-1.0,3.0,16,1
94248,9c0af64c58c506e9cd35ab778aafe3a93a251b2e233587388b3732966499e09a,669eaa026491d0c23ba4010290eb0edce767e98b1936f3871c4c1670b7b5e443,2023-03-01 23:07:01.595,"You had so much confidence when you were with me, you don’t give yourself enough credit for that. You were open and had a social life","You had so much confidence when you were with me, you don’t give yourself enough credit for that. You were open and had a social life",-1.0,-1.0,24,1
94880,f30c9b5d9855e9ce03263332fd620d33139b641eae6e2f8ff5f3c524cad57e9c,46e8de6d7a863a3d5811b41ae3112dee97c40aec87b4b38911c13bedaf1c08d1,2023-03-01 15:13:15.722,I hate to break the news GF men der er ikke TD i war den her gang😂😂,I hate to break the news GF men der er ikke TD i war den her gang😂😂,-1.0,3.0,16,1
97726,0e38df97bdc7187a5c66873a65f44c2d6c6562976db98bcd6856bd4df5d9f8f3,6f083e8432eab1c091d4d083e0acc2942947cdb563974018ec69e565b6e259f9,2023-03-01 08:45:18.197,my boyfriend gave me money whenever we go at his flat,my ********* gave me money whenever we go at his flat,-1.0,3.0,9,1
98408,3aa42edd1b5847ad1c15ddfd77cbf3678b7f05983a8566d39ce91a80cee2f205,59f17eef441340a902e8ab85c6d57f18527416f337d5b474da7c53e98d8bc844,2023-03-01 19:28:49.162,Gf,Gf,-1.0,3.0,20,1
99757,a86a20fba8e58e133767f211b918a5e3b2856a2468d3fa9af8edfd7d92a2dc47,3d214e17460f996d7a7064aadf81694ce2007a0b224b80a639d542db0dd01fef,2023-03-01 17:46:04.725,i need one gf,i need one gf,-1.0,3.0,18,1
99961,37bb215e5d48da456ed6f1449d2c20eab93c2d5453fc5bc4ea32ff6c15b7dcbd,0a14345d4090d10c5b65bbda3a28dea5b5a420cdf05225ac635beec9a80b1cde,2023-03-01 04:34:38.045,there was this lesbian that me and my ex gf liked years ago,there was this lesbian that me and my ex gf liked years ago,-1.0,3.0,5,1
100404,cbf50d970c3d2bffb402a94830a085afdd9ac689749261b49b23622b1535bf28,710ce80f2d77a2e45c552be9f5b5f996e0a7edfdcde0bb5d440eedf927144747,2023-03-01 10:44:25.607,gf,gf,-1.0,3.0,11,1
101233,ad4f7269ff876a039330af165b3b8c2a41ad3d6ebc6c2f3942869b784f2d22ea,74b16d46009b480bb5d67f5ec571fd3e1c6400fdd87fa761ded68068d6dba918,2023-03-01 18:42:41.483,Cutie,Cutie,-1.0,-1.0,19,1
101948,ad6e93e28fbb967b76b49bac6db64ecc0fd78f7d084bf0d537831db255f5bc99,0799f5b40517077b10dd1809fda72f9d924e96fd703ca12c5ea94a0152b17a4a,2023-03-01 16:15:19.131,his like...ur surely having a gf or in love....but ur not showing...I can't say anything...I jzt said...I don't have bro and nah nah nah,his like...ur surely having a gf or in love....but ur not showing...I can't say anything...I jzt said...I don't have bro and nah nah nah,-1.0,3.0,17,1
103272,2c9d0af85ad18fde66cffc97f66f0f44fa5cd33e776f84154723a990bafb229e,62840f64cbff2eaecdefcddf2d482c1db3ccf51c2d2ec927af468dcbcb27ad63,2023-03-01 07:23:07.935,You’re still a cutie patootie aren’t ya,You’re still a cutie patootie aren’t ya,-1.0,-1.0,8,1
103825,7f070f0e3f9e570b2204abdc5c16db2622b01f4e1934d0bf7c70c2ea1527754e,08af39d59b262486f334a6e8fef7686b289a488fc9f8c7ae0cc1735bc3c592fc,2023-03-01 13:05:24.168,Gf,**,-1.0,3.0,14,1
104635,1d2d956ccbd15cf6aed1d1973959112e789c8c8193296d1917168fd4b7c84720,fc82cf1f4e4ddbe07313d232568d1506cece9ad5ecce27f572c61fb85950e7fa,2023-03-01 11:39:43.877,Gf,Gf,-1.0,3.0,12,1
106091,d23899c72d8ac51664a65895f3fc78b43dde9788672b99662115decdb9489df7,6966d25ef61bd6ddf3fa08f7b9dfeca102e720f5c6ca6c0e74d44285cff98d2e,2023-03-01 00:11:39.999,watch documentaries and learn social studies there are games too,watch documentaries and learn social studies there are games too,-1.0,-1.0,1,1
106106,b4a34cac9ce49591f486c5ec34cda853f1699cea43f871b3820dd3b57633c16c,8f8500d936b6a0216bb0019e2e33b1d4367280ac8450324b44bc8c9091a1c36c,2023-03-01 08:52:14.706,u r always busy with ur gf,u r always busy with ur gf,-1.0,3.0,9,1
106400,c2110e17f133e01ce5b70e2fa1c5b846019ea36649897babf67dd69fc538d880,b6cfffaf068b1a0bfb75f7b5e5237607a8022ea86be5b48770e896aca05f0d6b,2023-03-01 02:21:09.904,I’m so horny fr,I’m so horny fr,-1.0,5.0,3,1
106586,b4b79e8af5d416f894731b2639c8ede783fc217b565d4ad0f14bd0a065e0fd31,25b0de02feeafa4b728540a1af385a50808b3e49b1b298d6d30b42f7f0c57e9b,2023-03-01 03:02:00.901,Bro I told you on snap it’s my brother playing,Bro I told you on snap it’s my brother playing,-1.0,-1.0,4,1
107519,ec7355a4d14e4423ae22b5d6532ee155c055bf1b201b123020b442c3492c0f73,b01e3ca1558b99f786b001f38f277e8b459c4198f4f90705c6e07f886f668d2a,2023-03-01 02:34:07.713,You mom look like my girlfriend,You mom look like my girlfriend,-1.0,3.0,3,1
108142,8a9b8106a85e96c0392e979a6217839e9e1325ddf5459a63b06df59ed329e77e,e871e21886825089e5752cbd091f1fcfb06988c316330319a10bba6de2f45c1b,2023-03-01 15:54:06.073,or on snap,or on snap,-1.0,-1.0,16,1
108735,a5191f14604f027c7275eade23d51528a716bb539e489d69a5f2dd5dd24daec2,31a938a7acf80d64e657fda0d915f51f1ce54ff7d2bd694a6fc30ff0c82b406c,2023-03-01 16:18:14.317,ama snap only,ama snap only,-1.0,-1.0,17,1
111354,ff5df8022b3b69ed0bdd4ae9e982f211d2644c93770dcfb19b496153607846df,667a2c6c403e4c53b61ebef4df0000f416f8d9bb9423f37ce18c83b4d7951979,2023-03-01 05:03:53.405,idk i don’t get why you can be like that towards me but you have a whole boyfriend and your not really mine :/,idk i don’t get why you can be like that towards me but you have a whole boyfriend and your not really mine :/,-1.0,3.0,6,1
111981,470c077740816530b205a9b96cf51ed8ecd3d795f04fa7c1216e8d5f53263b3f,0a9aac5630e958bff225e46785656943c859fb409002c5fa079abddc8e58416d,2023-03-01 20:30:06.329,Wsg cutie,Wsg cutie,-1.0,-1.0,21,1
112370,92f2c6af298fe15bbeccf536d9af2ef0618f1aee11547a909b9da3ed540c1af1,185233b3f762264fd5530c6755a4c6ff9bd62f085a74b59055be3ec3f6fe1ef8,2023-03-01 21:07:09.489,Yeah I got snap,Yeah I got snap,-1.0,-1.0,22,1
112551,176fecf7852f34ae516d88ec2a4257d79125fcfa7bae1219445a93f72e7bec17,279d2f312cf7d1df82048ec3eb2020a2d179679206ca98c4d9b7a7d7b85d49e9,2023-03-01 17:19:52.895,baby are u horny today lmao,baby are u horny today lmao,-1.0,5.0,18,1
113108,96a770f4e4506afea21906e2c309780cc1fa89d55c905725f2a132e628a427c2,31a938a7acf80d64e657fda0d915f51f1ce54ff7d2bd694a6fc30ff0c82b406c,2023-03-01 12:34:49.369,are u in snap,are u in snap,-1.0,-1.0,13,1
114250,4a475ff002bb303957bb28ec641ada705de4d9279434f2a5f2cc861bcafa005d,608d9c27d88d0f1a9eddcc657a86376671ff4659ab6e61cdad1a710c81cc233c,2023-03-01 00:13:52.831,Bro saw one snap I posted of alcohol when I was out with 3 dudes and 3 girls for one of the girls bdays and says “sausage fest”😂 my bad bro ill make sure to only hangout w girls to please you,Bro saw one snap I posted of alcohol when I was out with 3 dudes and 3 girls for one of the girls bdays and says “sausage fest”😂 my bad bro ill make sure to only hangout w girls to please you,-1.0,5.0,1,1
114413,94b13a23d166e774a4ef1e31df2e2cec213307fb804f1629050d50f813c8d4c8,cfc0808dd3111789f35cdf18926cd0bbc4482905b8059dc8aeaedaf349eb9a1f,2023-03-01 21:45:30.599,hiiii cutie,hiiii cutie,-1.0,-1.0,22,1
116005,f11bcd6d7f419f1c1528704bebad1fa4ec790c254efc5f89b0870c66ee1bf431,a9d17f3cb1a9dca6e1e113fc5050a2dbad524857656e3374dc259e42e3c14a8a,2023-03-01 02:34:21.315,Dude y’all got snap or some feel like u mad hot,Dude y’all got snap or some feel like u mad hot,-1.0,-1.0,3,1
116751,488e606f94fff0084045ba44b117b18d0ea2daa225fb8bec704ea2adc468c252,23548c4a8e162298b79a3a601c8d2426a60a939be18e6800c193f984fdb57bd6,2023-03-01 14:41:35.573,I thought he had a girlfriend,I thought he had a girlfriend,-1.0,3.0,15,1
117193,544a3a019f472fcb507ae6673c2226b81fb02446abaa5881fa82b10ea6ff3da8,0ebe1128358a712470a40cba3d1b3b79506d3b1f78c6302416941fbf9b7dc606,2023-03-01 14:18:40.642,I don’t have any social media,I don’t have any social media,-1.0,-1.0,15,1
117990,ad1acab0b33470e685f43f60e2b864956a561c1210b3ea5c656766d320bb176d,7ffea937104820333bfd8345580c4741e32e48e236f71d973bca5ed8ea2e8209,2023-03-01 23:11:01.897,Snap me,Snap me,-1.0,-1.0,24,1
121915,1b96b427dfa0dc240971619bbba4008c02b2dfb5fa5381555fba15a61a7ba18a,18a655529cb9779d2f557d1d6a75e2a2d63a839d115a2af8ca17a0a5f94b0386,2023-03-01 11:44:30.631,she said that I count you as a best friend but make into relationship this not good,she said that I count you as a best friend but make into ************ this not good,-1.0,3.0,12,1
122386,9b401f5b419e6f35031819734b4f55533685cd6eafb5ea8fa04b25080b12970b,f81992e7671b48094fba3f43d60b28510c66b30d599bb70c554d6c8f0ecf6ff3,2023-03-01 14:46:11.636,all I remember is you causing drama and coming back on and pretending to be a girlfriend that asks that you be promoted. The only reason I leave is because I can’t stand any of your antics. And I only come back to play with my family who is here.,all I remember is you causing drama and coming back on and pretending to be a girlfriend that asks that you be promoted. The only reason I leave is because I can’t stand any of your antics. And I only come back to play with my family who is here.,-1.0,3.0,15,1
122626,214720d5a5d52287d77c4c6b07484e862c653375502dad77aba13768f702af38,4f6893e95d1bf95cc4c3a3c3904062176da16ae75b1e192f54c5083b57d2b769,2023-03-01 21:14:38.230,girlfriend,**********,-1.0,3.0,22,1
122787,728684d8401530334ba38f29cdc08d451aa31c03134fd3097f5f76be68dd7aee,ed988c47649a9932694873196bc27eff8577279ff1be96b34ffca6563e5cad8f,2023-03-01 04:27:01.758,Nigga said I’m horny for a 1v1 wtf 😂,***** said I’m horny for a 1v1 wtf 😂,-1.0,5.0,5,1
125760,126058c6eae4242e5b078e72c74973faeda89ef0e48329369200eabd0cf84f46,1d8d9e1346ada4aae5146dbf134125c6fed5d71a81b29a59df52c756c328b2e1,2023-03-01 18:24:50.942,i am a cutie its true,i am a cutie its true,-1.0,-1.0,19,1
125808,630ccbc5ce0cdb04ade1a4fa5f47fd339480be07dcb9b759810c088a435428da,c5c634e0dc344dcc7ec33ecb7758cc3dd35ccdce55eb986edafdf6cb42c0110f,2023-03-01 14:10:01.771,um maybe I'll use snap or ig,um maybe I'll use snap or ig,-1.0,-1.0,15,1
126127,ecb769ffb3270abd5c04993b230790ac25fd5bed21e24308ca15a4e4ed0ca898,dda2e2c80649a150e5248d3d4da543cfaf4ce21c2688fed969b03d10d6f1cd1e,2023-03-01 21:51:01.397,Mommy is a cutie ^^,Mommy is a cutie ^^,-1.0,-1.0,22,1
127054,3d27d4710bee9f67e72ce4b3f728b23d300d612efb4f3fd4da9050b07724994b,7ad0a75f7b5c69c00ff881687f8ac55b6ac7e9a4ccd05c3eee07cd45af4f79bb,2023-03-01 00:36:23.367,Gf,Gf,-1.0,3.0,1,1
128097,a73e2ac255c23b766d9ac3e411461b24d933cbb8ba87ebd8d66a3531785789ae,a51b8511df9bf444258d7c677044b0ce2508405a51d72995bc24bde7700113b2,2023-03-01 22:24:10.042,we can write on zapwhats. have to wake up my gf,we can write on zapwhats. have to wake up my **,-1.0,3.0,23,1
128526,a73e2ac255c23b766d9ac3e411461b24d933cbb8ba87ebd8d66a3531785789ae,a51b8511df9bf444258d7c677044b0ce2508405a51d72995bc24bde7700113b2,2023-03-01 22:24:14.815,girlfriend,**********,-1.0,3.0,23,1
128726,87df6371a865bb266c8c7d2ebcb9428dfb8b2bd87127b47e054af72930d29aa4,479f76f2d73a1e8351c2b0aa1ee19e410afaff2a0adf5b5b9632911b6c2d2136,2023-03-01 13:57:03.675,so i yold chk snap,so i yold chk snap,-1.0,-1.0,14,1
129940,7406367e2227b2ba7be662431a71c5406f197f88f50eb29aaf97857e9ac6f5d1,eb546720dcfae74c0d9663e2b94e23b103149d7068ec373f2bcb13821c341861,2023-03-01 01:40:08.877,snap,snap,-1.0,-1.0,2,1
130764,7aae2ab49ca0a3c22cddcddd5be368a3be7abf23c4169ac78aa56eedac1ea754,6209f5484ab27ae7f8e33ace485aa8d8592183b8e0459cd9eacb96b89e4a9451,2023-03-01 15:32:00.319,and im ur gf,and im ur gf,-1.0,3.0,16,1
131743,f48ebf0ead36f383497c85b4b996d4f5afa3fc35247b4fa359ce8d402a4cd845,51f9952c66af2eba191ad0f2ca3164cca4cfcc4456d998411b2a1f1e777666ab,2023-03-01 02:48:46.878,"2 are diagnosed autistics, one def has it and hasn’t been diagnosed, like 3 are in special education and I have adhd and social anxiety ❤️‍🔥💀❤️‍🔥","2 are diagnosed autistics, one def has it and hasn’t been diagnosed, like 3 are in special education and I have adhd and social anxiety ❤️‍🔥💀❤️‍🔥",-1.0,-1.0,3,1
132023,cfa316a6444f463149c0d85590adb0f7e80910bc1695aada6c77a4c087882024,22a45a57b4e3b741b956f8c18ca8a1c39d59de8b1fd04a4f0d6a3f77da2fd12a,2023-03-01 13:04:07.485,Snap,Snap,-1.0,-1.0,14,1
133292,ecb769ffb3270abd5c04993b230790ac25fd5bed21e24308ca15a4e4ed0ca898,dda2e2c80649a150e5248d3d4da543cfaf4ce21c2688fed969b03d10d6f1cd1e,2023-03-01 11:01:36.965,Cutie ^^,Cutie ^^,-1.0,-1.0,12,1
133343,6dba5c02ff8586dbe99f59ea95fd27ca457f84b3b179601a026277d04c88c737,fcc8c10fcebbbaa120c9912059e09503854e7ad21248458b5cc4d7de192c12c6,2023-03-01 10:06:16.989,are you on any social site?,are you on any social site?,-1.0,-1.0,11,1
133578,8d7a103f892b0f550e1d4dbfbe450b050851e417ff8b8a2a3e8b3b5fa293dd58,0dafe36822b7e50f8ec7fee1036a4ee3533468abca43e360a1973b1efb040449,2023-03-01 07:27:04.729,Buying gf 1 hog rider,Buying ** 1 hog rider,-1.0,3.0,8,1
134238,7abc218f9acabfe7431faa3978da40bdc3b525bd2915f9a199223025c41cdabe,f562069860d9caea5ac935788522385ac38fac6ebf21904618faf9a87c6f6609,2023-03-01 19:59:43.414,Oh snap u tell him toxic 😂,Oh snap u tell him toxic 😂,-1.0,-1.0,20,1
135641,740b5d5057ed09cb06e759ffdb521638b7950edf19dcd8c00c31949d78085183,4a4c5fb5e15316925e347c9c75b80679403d9b5b1e3ceab99e5288c949b3f7ae,2023-03-01 17:45:27.558,check snap if you can Gang,check snap if you can Gang,-1.0,-1.0,18,1
137552,f1a7bf0c2256c3d1403b950a1cda1d17d25e23f5175b1795b262c6d27b049055,818a7249103a6501c980b3a0aef189dfefed7ab20939c0be0707d7319b136291,2023-03-01 20:11:01.558,mercy its clan all member is horny,mercy its clan all member is horny,-1.0,5.0,21,1
137873,0b92bc9d43c0e2387211b1d9d20755cf28b1defa8364ba496344c3a49dc97b09,abd89bbed23acd622fbefefd22323fc268e2a6a2be1ad2257064f75818e30aa5,2023-03-01 00:28:59.582,tell to gf ur gonna kys if she dont give u head,tell to gf ur gonna kys if she dont **** * ****,-1.0,6.0,1,1
138233,53564486a9114451595a1c925fe30a8014fffc0f687320c0be3916d1469a616f,b2c556e5597efe7f1ada48807446161b9ca4d775d7973dc96f204fb823c623b4,2023-03-01 01:40:13.508,oh snap,oh snap,-1.0,-1.0,2,1
138687,48ebfbe8981adcabe54a5fdb6d796357e9065c4b566661ddbe286f0827bbcb70,4c74a6c9f2ce7179749f4ce542efd7303905ca29ca58655a2cc8a120c4d2d4d7,2023-03-01 12:12:06.633,maybe I will just ask my gf nicely to buy me a new one lol,maybe I will just ask my gf nicely to buy me a new one lol,-1.0,3.0,13,1
139026,cb1fba4c536a06c7693a7ac7a7d1011049dc1166ee7213c4dc3d304d0e7eb8f9,ed988c47649a9932694873196bc27eff8577279ff1be96b34ffca6563e5cad8f,2023-03-01 04:18:04.844,I’m horny for 1v1,I’m horny for 1v1,-1.0,5.0,5,1
140279,623c3d001673022615cd5ceb6cfb200bec4d09527c5adfe2a3ef5c39e4a21797,be1a3f497662da885817ad3fef11f29d24d32a702b2e9ab3998e7c19cc9e7380,2023-03-01 22:02:11.961,i love you cutie,i love you cutie,-1.0,3.0,23,1
141621,c84910a36777ae85f83675a22aba0b1549c568f6fddb158f086417f60d7625e9,80bdfa2bfe20eb739b708000e5ca9f1b717be37f9d3f8c56b4a141fe715d1311,2023-03-01 21:33:57.851,I promise I do have a girlfriend guys,I promise I do have a girlfriend guys,-1.0,3.0,22,1
141770,37b98fc90b47aee27916e0d65f6ba6e03b1801b0a79a508776289a8139e16739,3a58e300fc956bd9c09ffc6e326bfc59d6b6a1a86dc3bb99fd2d07157f8cd1aa,2023-03-01 12:49:12.184,"should not be done by government, private companies can censor, and social media companies if acting as a talking point which government uses, treated like a public forum and as such can not censor except topics that help crime like how to get pedo stuff","should not be done by government, private companies can censor, and social media companies if acting as a talking point which government uses, treated like a public forum and as such can not censor except topics that help crime like how to get **** stuff",5.0,6.0,13,1
144062,5bce856dc7f5b2459b5d93236b322a169982dda2df7cc7a5951c90cd79120748,e10e6e5e8b076d327d7f3f394d7230f7a334bfe0e8705cfdac2e315cddf30a72,2023-03-01 07:56:50.846,Shut up I have more social skills than you do,Shut up I have more social skills than you do,-1.0,-1.0,8,1
145176,aff99c541897243c6841ab383b30e481c5c671257dffb309934cdc08dbbefd99,51f9952c66af2eba191ad0f2ca3164cca4cfcc4456d998411b2a1f1e777666ab,2023-03-01 12:50:10.163,yeah and leaves her hair and notebook filled with love letter for her boyfriend on my seat 💀,yeah and leaves her hair and notebook filled with love letter for her boyfriend on my seat 💀,-1.0,3.0,13,1
148317,1fe18f7e49507848b694d01ea9cee4abd7f4c0f883f7717a933649bdf426c73e,081c72e8f650a9ca639ad894ee43db64beedf19da9290c893aeb3f93cf506b9e,2023-03-01 15:56:24.205,I’m horny,I’m horny,-1.0,5.0,16,1
151911,3e144111f6b3aeca8960679c5ea66abbcf509474b3d82b99a3edc6241b79cb68,6f77b6a72889aafca13397cf86073a11000054ae51d35368ecd932edd843608b,2023-03-01 07:24:00.168,Thanks for they trade bf !!,Thanks for they trade bf !!,-1.0,3.0,8,1
151991,b3881fb6554c36ab86fa285166f4c18ae3283fff70e7d9a38f8ed74d73272afe,0991a93df5a71f26fd11ca728c9bf4dd79bfc1cc1abff5919cf8b688081f29e9,2023-03-01 14:01:34.357,u got any social,u got any social,-1.0,-1.0,15,1
153367,91beb7961bbb0fb4a590f7c843a88b71e4560330fe44e379396d636a0aaf77c2,4e947380e36727ac3c1224aa17e684c90bd6def67cc29ba4c03dfc2d508cad13,2023-03-01 01:24:20.145,he is busy with his new boyfriend,he is busy with his new *********,-1.0,3.0,2,1
153992,4ec17a2e86a1907d7e274e36d8e25aa2c377bb3ff3e6d8caec3f1840974808d8,eb7f8fdb69b8cac63786bfffe792a94845f3b08192a4bf051206ef3a0ceef269,2023-03-01 23:21:07.764,I’m so sorry for ranting and stuff but gosh it makes me so upset! like I try SO hard. Idk I just can’t do it anymore. Like i’m trying to respect him and not say anything back or cause a fight but imma snap at ANY MOMENT. Ugh. I just hate it. i’m sorry luve,I’m so sorry for ranting and stuff but gosh it makes me so upset! like I try SO hard. Idk I just can’t do it anymore. Like i’m trying to respect him and not say anything back or cause a fight but imma snap at ANY MOMENT. Ugh. I just hate it. i’m sorry luve,-1.0,2.0,24,1
154409,c02ba2f777570cf430d86ac50caf1fd4425102cf37049bd69d525c9fa5f145d1,1759713264a816d7102fd08c332658f89294fb9f9d09acb098bb12fe8798213c,2023-03-01 20:37:15.431,Lmao buddies talking bout my gf like I don’t live with her 😂,Lmao buddies talking bout my gf like I don’t live with her 😂,-1.0,3.0,21,1
155230,e0dcbd7d6ddc79cc960fe8e997f7492956f543ec93d98c64cf42bd1921fb43e9,3648ea8601cd44717bbe5f55fbf426d9d5a9288eae5ec04cff5632a9538dda5b,2023-03-01 04:43:27.752,I’m horny,I’m horny,-1.0,5.0,5,1
157134,b5adfac9a3d199f1435991a867fd088bd5037cffc8c100e3bbae4979ae6c6f58,19c6b938ff9bd77a0b8c74b286be576441bc3e0994abc63502d0e7bd4135a93c,2023-03-01 19:33:37.409,gf,**,-1.0,3.0,20,1
157532,3292ad3862343b6bd5b9f2c412a3549d9aec12a3c2b93055a958b915276df72d,f4a941ecbb680c3e4f0ac637052617c938d9b70983095e888e1ecd3a07a8d410,2023-03-01 03:38:45.211,Girlfriend,**********,-1.0,3.0,4,1
157781,e98c48f7e27906fb12268d909150541e0d1015ba39b2c78cc6d600df9a8080f5,b96f02b263f3daa5d3763b573d80930557f791e597b6a8e5d19ade95f1b5020e,2023-03-01 17:48:19.774,u got a boyfriend tho? just wondering for my studies 🤓🤓🤓,u got a ********* tho? just wondering for my studies 🤓🤓🤓,-1.0,3.0,18,1
164679,26b8e7461c4c273d00323c6ac28d9dbec23a1a03d2b62000dc92c1faf7b1dc96,62840f64cbff2eaecdefcddf2d482c1db3ccf51c2d2ec927af468dcbcb27ad63,2023-03-01 05:03:08.777,But can’t you see I literally can’t be in a good relationship with you bc I have problems I have to work through,But can’t you see I literally can’t be in a good relationship with you bc I have problems I have to work through,-1.0,3.0,6,1
167112,cbd49042b15d76c79384e56dee177eb4b9a87f376d6ced13641c38abcb196629,6813f01bd1c95c19afd25282d902b309cfe197bb345963141a54defa1f6eb841,2023-03-01 18:47:02.178,+5000 social credit,+5000 social credit,-1.0,-1.0,19,1
168692,b5bc8e271595d5b4fea27efeef6c40d25234fae9e8e89155261438eaf9533bc1,6df555bdb28382f50045cee7b86a8d695331eb444ca114a431f786fc784766b6,2023-03-01 20:36:26.495,horny,*****,-1.0,5.0,21,1
169379,7e25847a337ffd7b922ac4037aca929db3cbae8c8dbf51c3f1bf5c53d8a47ec1,5288561f1a3eb39a46b82edc35ecf52115828838869a568f9361f9b39e89ebc4,2023-03-01 01:21:30.523,i'm so horny rn daddy,i'm so horny rn daddy,-1.0,5.0,2,1
169383,9be1100bdc0bd14851f6e2481f5b8020e8fe28615395fd56fed1962a4455b55e,6ba85a139326672959021c1481b4eb5409efb4160a7491579959940a24549a2d,2023-03-01 19:38:12.300,bf so pro,bf so pro,-1.0,3.0,20,1
169951,2f6451797cad0db5f4240d6e61b05790c7291ffbecdea24adf94b923e2b25a89,bd9916cf489f928b8aaeb867fa0fe8d0d22da66aaa14d74278e008049cb6a1b2,2023-03-01 17:10:59.506,He showed me his boyfriend,He showed me his boyfriend,-1.0,3.0,18,1
